# epoch_start_s=1774192582
4.463,-3.2154128,1.4987702,8.710106,-0.5553078,0.049029092,-0.042367532,-26752,6144,-28418
4.578,-2.906561,2.018312,9.325416,-0.5727611,0.051160796,-0.091929552,-28032,11008,-28162
4.692,-3.50750536,1.5921441,9.548077,-0.498951,0.029843798,-0.09339511,-29568,15616,-30466
4.809,-3.62960984,1.5825673,9.349358,-0.57662476,0.021183766,0.08340275,-30336,20480,-31234
4.926,-3.3614592,0.80924016,9.502586,-0.4874931,0.05049464,0.007993874,-29824,25600,-32258
5.040,-3.1004912,0.31124622,9.718064,-0.49961712,-0.0277121,0.0058621744,-29312,29440,31486
5.155,-3.1914708,0.074220252,9.842564,-0.5025483,-0.13576263,-0.09033078,-28800,-31744,30462
5.270,-3.25372,-0.354341868,10.0029748,-0.61779324,-0.1317657,-0.019851454,-27520,-26880,28158
5.420,-3.4117374,-1.1875241,10.160992,-0.44725724,-0.15761256,-0.11004901,-28288,-22016,26366
5.539,-3.5889084,-1.5873557,9.428367,-0.5173369,-0.23235528,-0.12097397,-26752,-17920,24318
5.655,-2.7964276,-2.135628,9.677363,-0.7219801,-0.32481778,-0.072477792,-24704,-13056,22526
5.770,-2.597709,-2.336741,10.146626,-0.6436401,-0.2861807,-0.14602144,-22144,-6656,19454
5.885,-1.7142484,-2.7940332,10.01734,-0.5212006,-0.32348546,-0.13496324,-19328,-256,16126
6.000,-1.3790602,-2.920926,9.813833,-0.39543032,-0.36825116,-0.05062787,-16256,3584,15615
6.115,-1.3431472,-2.7461492,9.713276,-0.395163868,-0.363055136,-0.099923424,-12672,6656,13823
6.233,-1.2449849,-3.5793316,9.31105,-0.225826936,-0.39822816,-0.10964931,-9600,9472,13055
6.350,-0.24181438,-3.83790536,9.188946,-0.377977,-0.37344716,-0.030243492,-7040,12288,13567
6.466,-0.7517793,-3.8307228,9.315839,-0.28711334,-0.25194028,-0.061819296,-4480,14848,10751
6.582,-0.9792285,-3.469198,9.387665,-0.32788204,-0.3442695,-0.18705666,-2432,15616,11519
6.702,-1.0941502,-3.25372,9.394848,-0.3587917,-0.08326952,-0.071411944,1152,17665,9471
6.816,0.088585464,-3.38779552,9.229648,-0.08207044,-0.20291118,-0.05395865,4480,20737,6655
6.932,-0.059855044,-3.763685,9.124303,-0.3015023,0.038770292,0.0123905052,7296,20481,7167
7.048,-0.39504328,-4.0438064,8.628703,-0.21676724,-0.04729709,-0.08540122,8832,22529,4095
7.163,0.931344464,-3.59130268,9.083601,-0.12616998,-0.26726186,-0.038770292,10112,24833,2815
7.282,0.6607997,-4.039018,8.760384,-0.25953444,-0.20357734,0.06541654,12416,24065,511
